,,,,,,,,,,,
Valero Energy Corp (VLO US) - Overview,,,,,,,,,,,
,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,—,—,—,—,—,—,—,—,4.900,4.100
    Growth (YoY),EMPLOYEE_TURNOVER_PCT,—,—,—,—,—,—,—,—,—,-16.327
Pct Employees Unionized,PCT_EMPLOYEES_UNIONIZED,—,—,—,—,—,—,17.740,18.000,17.730,18.000
    Growth (YoY),PCT_EMPLOYEES_UNIONIZED,—,—,—,—,—,—,—,1.466,-1.500,1.523
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,—,—,—,—,—,"739,606.000","649,000.000","667,012.000","751,000.000","705,000.000"
    Growth (YoY),TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,—,—,—,—,—,—,-12.251,2.775,12.592,-6.125
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,n/a,n/a,No,No,No,No,No,No,Yes,Yes
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,No,No,No,No,No,No,No,Yes,Yes,Yes
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,11.000,12.000,13.000,14.000,15.000,16.000,17.000,18.000,19.000,20.000
    Growth (YoY),YEARS_AUDITOR_EMPLOYED,10.000,9.091,8.333,7.692,7.143,6.667,6.250,5.882,5.556,5.263
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,4.000,3.000,4.000,4.000,3.000,3.000,3.000,3.000,3.000,3.000
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,4.000,3.000,4.000,4.000,3.000,3.000,3.000,3.000,3.000,3.000
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,5.000,5.000,6.000,5.000,5.000,5.000,5.000,6.000,6.000,5.000
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,100.000
    Growth (YoY),AUDIT_COMMITTEE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.333
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,10.000,10.000,11.000,11.000,10.000,10.000,11.000,12.000,12.000,12.000
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,5.000,5.000,5.000,5.000,5.000,5.000,6.000,6.000,6.000,4.000
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,9.000,9.000,10.000,10.000,9.000,9.000,10.000,11.000,11.000,10.000
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,6.000,6.000,7.000,7.000,7.000,6.000,10.000,7.000,7.000,6.000
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,100.000
    Growth (YoY),BOARD_MEETING_ATTENDANCE_PCT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.333
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,5.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,5.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,6.000,7.000,6.000,5.000,5.000,7.000,6.000,5.000,6.000,6.000
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,100.000
    Growth (YoY),COMPENSATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.333
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,2.000,2.000,4.000,4.000,3.000,3.000,3.000,3.000,4.000,4.000
Board Age Limit,BOARD_AGE_LIMIT,—,—,—,—,75.000,75.000,75.000,75.000,75.000,75.000
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,51.000,52.000,50.000,51.000,52.000,53.000,54.000,55.000,51.000,52.000
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,76.000,77.000,74.000,75.000,72.000,72.000,74.000,75.000,75.000,75.000
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,9.000,9.000,10.000,10.000,9.000,9.000,10.000,11.000,11.000,10.000
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,5.000,3.000,3.000,3.000,3.000,3.000,4.000,4.000,5.000,4.000
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,5.000,3.000,3.000,3.000,3.000,3.000,4.000,4.000,5.000,4.000
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,3.000,4.000,4.000,3.000,3.000,3.000,3.000,5.000,6.000,6.000
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,100.000
    Growth (YoY),NOMINATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.333
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,No,No,No,No,No,No,No,No,Yes,Yes
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
,,,,,,,,,,,
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
