,,,,,,,,,,,
TotalEnergies SE (TTE FP) - Overview,,,,,,,,,,,
,,,,,,,,,,,
Emissions Reduction Initiatives,EMISSION_REDUCTION,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Transition Plan Claim,TRANSITION_PLAN_INDICATOR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,Yes
Climate Change Policy,CLIMATE_CHG_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Climate Change Opportunities Discussed,CLIMATE_CHG_OPPORTUNITIES,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Risks of Climate Change Discussed,CLIMATE_RISKS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
CO2 Scope 1,CO2_SCOPE_1,—,"38,900.000","36,400.000","33,500.000","38,070.102","38,548.398","33,573.102","32,000.000","35,800.000","31,000.000"
    Growth (YoY),CO2_SCOPE_1,—,—,-6.427,-7.967,13.642,1.256,-12.907,-4.686,11.875,-13.408
GHG Scope 1,GHG_SCOPE_1,"44,000.000","50,000.000","51,000.000","50,000.000","40,475.699","40,661.602","38,000.000","34,000.000","37,000.000","32,100.000"
    Growth (YoY),GHG_SCOPE_1,-4.348,13.636,2.000,-1.961,-19.049,0.459,-6.546,-10.526,8.824,-13.243
GHG Scope 2 Location-Based,GHG_SCOPE_2_LOCATION_BASED,"4,100.000","4,000.000","4,000.000","4,000.000","3,742.360","3,596.130","2,791.600","2,074.000","2,000.000","1,805.000"
    Growth (YoY),GHG_SCOPE_2_LOCATION_BASED,-4.651,-2.439,0.000,0.000,-6.441,-3.907,-22.372,-25.706,-3.568,-9.750
GHG Scope 2 Market-Based,GHG_SCOPE_2_MARKET_BASED,—,—,—,—,—,"4,000.000","2,847.910","2,400.000","2,000.000","2,330.000"
    Growth (YoY),GHG_SCOPE_2_MARKET_BASED,—,—,—,—,—,—,-28.802,-15.728,-16.667,16.500
GHG Scope 3,GHG_SCOPE_3,"550,000.000","410,000.000","426,145.000","404,612.000","404,640.000","415,745.000","354,562.000","391,154.000","449,000.000","417,000.000"
    Growth (YoY),GHG_SCOPE_3,0.000,-25.455,3.938,-5.053,0.007,2.744,-14.716,10.320,14.789,-7.127
Scope of Disclosure,SCOPE_OF_DISCLOSURE,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
    Growth (YoY),SCOPE_OF_DISCLOSURE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,
Energy,,,,,,,,,,,
Energy Efficiency Policy,ENERGY_EFFIC_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Total Energy Consumption,ENERGY_CONSUMPTION,"153,000.000","153,000.000","150,000.000","134,700.000","135,333.000","152,100.000","102,824.000","135,026.000","151,601.000","142,292.000"
    Growth (YoY),ENERGY_CONSUMPTION,-2.685,0.000,-1.961,-10.200,0.470,12.389,-32.397,31.318,12.275,-6.140
Renewable Energy Use,RENEW_ENERGY_USE,—,—,—,0.000,830.000,830.000,860.000,26.000,801.200,"1,778.820"
    Growth (YoY),RENEW_ENERGY_USE,—,—,—,—,—,0.000,3.614,-96.977,"2,981.539",122.019
Electricity Used,ELECTRICITY_USED,—,—,—,"7,000.000","7,525.200","6,854.640","7,056.180","6,725.000","6,350.000","6,242.400"
    Growth (YoY),ELECTRICITY_USED,—,—,—,—,7.503,-8.911,2.940,-4.693,-5.576,-1.694
Self Generated Renewable Electricity,SELF_GEN_RENEWABLE_ELECTRICITY,—,—,—,10.900,4.003,0.000,0.000,1.000,1.200,4.353
    Growth (YoY),SELF_GEN_RENEWABLE_ELECTRICITY,—,—,—,—,-63.275,—,—,—,20.000,262.750
Fuel Used - Coal/Lignite,COAL_USED,—,—,—,—,—,—,—,0.000,0.000,0.000
Fuel Used - Natural Gas,NAT_GAS_USED,—,—,"9,969,260.000","9,969,260.000","10,384,600.000","12,215,500.000","7,761,270.000","11,371,600.000","13,011,100.000","12,140,000.000"
    Growth (YoY),NAT_GAS_USED,—,—,—,0.000,4.166,17.631,-36.464,46.517,14.417,-6.695
Fuel Used - Crude Oil/Diesel,OIL_DIESEL_USED,—,—,519.259,450.678,484.992,392.155,99.132,73.177,67.341,65.012
    Growth (YoY),OIL_DIESEL_USED,—,—,—,-13.207,7.614,-19.142,-74.721,-26.182,-7.975,-3.458
,,,,,,,,,,,
Materials & Waste,,,,,,,,,,,
Waste Reduction Policy,WASTE_REDUCTION,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Hazardous Waste,HAZARDOUS_WASTE,223.000,202.000,187.000,178.000,194.000,288.000,198.000,165.000,176.000,202.000
    Growth (YoY),HAZARDOUS_WASTE,-3.879,-9.417,-7.426,-4.813,8.989,48.454,-31.250,-16.667,6.667,14.773
Total Waste,TOTAL_WASTE,687.000,634.000,—,—,573.000,662.000,501.000,500.000,498.000,521.000
    Growth (YoY),TOTAL_WASTE,22.898,-7.715,—,—,—,15.532,-24.320,-0.200,-0.400,4.618
Waste Recycled,WASTE_RECYCLED,322.890,266.280,—,—,326.610,430.300,295.590,305.000,302.000,317.810
    Growth (YoY),WASTE_RECYCLED,45.689,-17.532,—,—,—,31.747,-31.306,3.183,-0.984,5.235
Waste Sent to Landfills,WASTE_SENT_TO_LANDFILLS,137.400,88.760,—,—,103.140,99.300,60.120,80.000,59.760,72.940
    Growth (YoY),WASTE_SENT_TO_LANDFILLS,-0.269,-35.400,—,—,—,-3.723,-39.456,33.067,-25.300,22.055
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Environmental Supply Chain Management,ENVIRON_SUPPLY_MGT,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Water,,,,,,,,,,,
Water Policy,WATER_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Total Water Withdrawal,TOTAL_WATER_WITHDRAWAL,"112,000.000","212,183.000","490,768.000","516,014.000","534,848.000","579,416.000","575,700.000","1,389,920.000","1,446,180.000","1,406,560.000"
    Growth (YoY),TOTAL_WATER_WITHDRAWAL,-11.111,89.449,131.295,5.144,3.650,8.333,-0.641,141.431,4.048,-2.740
Total Water Discharged,TOTAL_WATER_DISCHARGED,—,"83,426.000",319.071,"475,918.000","494,028.000","542,813.000","531,600.000","1,342,550.000","1,387,910.000","1,341,230.000"
    Growth (YoY),TOTAL_WATER_DISCHARGED,—,—,-99.618,"149,057.391",3.805,9.875,-2.066,152.549,3.379,-3.363
Water Consumption,WATER_CONSMPTN,—,"44,018.000","51,824.000","40,096.000","40,821.000","36,604.000","75,000.000","75,000.000","58,278.000","65,337.000"
    Growth (YoY),WATER_CONSMPTN,—,—,17.734,-22.630,1.808,-10.330,104.896,0.000,-22.296,12.113
,,,,,,,,,,,
Ecological & Biodiversity Impacts,,,,,,,,,,,
Biodiversity Policy,BIODIVERSITY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Adopts TNFD Recommendations,ADOPT_TNFD_RECOMMENDATIONS,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,Yes,Yes
Zero Deforestation Policy,ZERO_DEFORESTATION_POLICY,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,No,No
Board Level Oversight of Biodiversity,BOARD_LEVEL_OVERSIGHT_BIODIV,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,Yes,No
Executive Level Oversight of Biodiversity,EXEC_LEVEL_OVERSIGHT_BIODIV,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,Yes,No
,,,,,,,,,,,
Social,,,,,,,,,,,
Community & Customers,,,,,,,,,,,
Human Rights Policy,HUMAN_RIGHTS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Policy Against Child Labor,POLICY_AGAINST_CHILD_LABOR,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Quality Assurance and Recall Policy,QUALITY_ASSURANCE_AND_RECALL_POL,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Consumer Data Protection Policy,CONSUMER_DATA_PROTECTION_POLICY,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Community Spending,COMMUNITY_SPENDING,609.781,426.000,428.119,273.961,—,—,—,—,—,—
    Growth (YoY),COMMUNITY_SPENDING,70.807,-30.139,0.497,-36.008,—,—,—,—,—,—
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Equal Opportunity Policy,EQUAL_OPPORTUNITY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Gender Pay Gap Breakout,GENDER_PAY_GAP_BREAKOUT,n/a,No,No,No,No,No,Yes,Yes,Yes,Yes
Pct Women in Senior Management,PCT_WOMEN_SENIOR_MGT,24.500,18.600,19.900,21.100,19.200,20.500,21.100,22.600,23.800,25.100
    Growth (YoY),PCT_WOMEN_SENIOR_MGT,2.083,-24.082,6.989,6.030,-9.005,6.771,2.927,7.109,5.310,5.462
Pct Women in Middle and or Other Management,PCT_WOMEN_IN_MID_AND_OTHER_MGMT,24.500,25.100,25.500,26.300,23.600,24.800,25.600,27.000,28.000,29.700
    Growth (YoY),PCT_WOMEN_IN_MID_AND_OTHER_MGMT,2.510,2.449,1.594,3.137,-10.266,5.085,3.226,5.469,3.704,6.071
Pct Women in Workforce,PCT_WOMEN_EMPLOYEES,31.100,32.000,32.400,33.300,35.100,35.800,34.800,35.800,36.300,36.900
    Growth (YoY),PCT_WOMEN_EMPLOYEES,0.323,2.894,1.250,2.778,5.405,1.994,-2.793,2.874,1.397,1.653
,,,,,,,,,,,
Ethics & Compliance,,,,,,,,,,,
Business Ethics Policy,ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anti-Bribery Ethics Policy,ANTI_BRIBERY_ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Health & Safety,,,,,,,,,,,
Health and Safety Policy,HEALTH_SAFETY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fatalities - Employees,FATALITIES_EMPLOYEES,—,—,—,0.000,0.000,0.000,0.000,1.000,0.000,0.000
Fatalities - Contractors,FATALITIES_CONTRACTORS,—,—,—,1.000,4.000,4.000,1.000,0.000,3.000,2.000
Fatalities - Total,FATALITIES_TOTAL,9.000,9.000,1.000,1.000,4.000,4.000,1.000,1.000,3.000,2.000
Lost Time Incident Rate - Employees,LOST_TIME_INCIDENT_RATE,—,—,—,—,—,0.104,0.100,0.094,0.102,0.084
    Growth (YoY),LOST_TIME_INCIDENT_RATE,—,—,—,—,—,—,-3.846,-6.000,8.511,-17.647
Lost Time Incident Rate - Contractors,LOST_TIME_INCIDENT_RT_CNTRCTR,—,—,—,—,—,0.086,0.092,0.096,0.078,0.076
    Growth (YoY),LOST_TIME_INCIDENT_RT_CNTRCTR,—,—,—,—,—,—,6.977,4.348,-18.750,-2.564
Lost Time Incident Rate - Workforce,LOST_TM_INCIDENT_RT_WORKFORCE,0.148,0.132,0.102,0.116,0.118,0.096,0.096,0.096,0.090,0.080
    Growth (YoY),LOST_TM_INCIDENT_RT_WORKFORCE,-18.681,-10.811,-22.727,13.725,1.724,-18.644,0.000,0.000,-6.250,-11.111
Total Recordable Incident Rate - Employees,TOTAL_RECORDABLE_INCIDENT_RATE,0.212,0.184,0.166,0.178,0.164,0.148,0.126,0.118,0.120,0.102
    Growth (YoY),TOTAL_RECORDABLE_INCIDENT_RATE,-20.896,-13.208,-9.783,7.229,-7.865,-9.756,-14.865,-6.349,1.695,-15.000
Total Recordable Incident Rate - Contractors,TOT_RECORDABLE_INCID_RT_CNTRCTR,0.302,0.276,0.198,0.176,0.202,0.176,0.174,0.180,0.150,0.150
    Growth (YoY),TOT_RECORDABLE_INCID_RT_CNTRCTR,-12.209,-8.609,-28.261,-11.111,14.773,-12.871,-1.136,3.448,-16.667,0.000
Total Recordable Incident Rate - Workforce,TOT_RECRDBL_INCID_RT_WORKFORCE,0.260,0.234,0.182,0.176,0.182,0.162,0.148,0.150,0.130,0.120
    Growth (YoY),TOT_RECRDBL_INCID_RT_WORKFORCE,-16.129,-10.000,-22.222,-3.297,3.409,-10.989,-8.642,1.351,-13.333,-7.692
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,Yes,Yes,Yes
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"100,307.000","96,019.000","102,168.000","98,277.000","104,460.000","107,776.000","105,476.000","101,309.000","101,279.000","102,579.000"
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,7.200,8.000,11.150,13.080,12.280,12.290,11.160,14.680,12.400,13.500
    Growth (YoY),EMPLOYEE_TURNOVER_PCT,4.348,11.111,39.375,17.309,-6.116,0.081,-9.194,31.541,-15.531,8.871
Pct Employees Unionized,PCT_EMPLOYEES_UNIONIZED,67.800,65.500,68.900,73.100,71.500,71.200,71.900,72.600,73.600,73.000
    Growth (YoY),PCT_EMPLOYEES_UNIONIZED,1.194,-3.392,5.191,6.096,-2.189,-0.420,0.983,0.974,1.377,-0.815
Employee Training Cost,EMPLOYEE_TRAINING_COST,235.000,170.000,181.428,188.269,185.401,163.000,104.000,141.833,171.775,225.674
    Growth (YoY),EMPLOYEE_TRAINING_COST,—,-27.660,6.722,3.771,-1.523,-12.082,-36.196,36.378,21.111,31.378
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,—,"2,312,000.000","2,198,860.000","1,944,150.000","1,873,390.000","1,998,270.000","2,025,140.000","2,425,420.000","3,617,680.000","4,103,160.000"
    Growth (YoY),TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,—,—,-4.894,-11.584,-3.640,6.666,1.345,19.766,49.157,13.420
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,n/a,No,No,No,No,No,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Number of Suppliers Audited,SUPPLIERS_AUDITED,—,—,—,—,—,—,79.000,83.000,200.000,300.000
Percentage Suppliers Audited,PERCENTAGE_SUPPLIERS_AUDITED,—,—,—,—,—,—,—,—,0.200,0.300
    Growth (YoY),PERCENTAGE_SUPPLIERS_AUDITED,—,—,—,—,—,—,—,—,—,50.000
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,17.000,18.000,19.000,20.000,21.000,22.000,23.000,24.000,19.000,20.000
    Growth (YoY),YEARS_AUDITOR_EMPLOYED,6.250,5.882,5.556,5.263,5.000,4.762,4.545,4.348,-20.833,5.263
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,4.000,4.000,3.000,4.000,4.000,4.000,4.000,5.000,5.000,5.000
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,3.000,3.000,3.000,4.000,4.000,4.000,4.000,3.000,3.000,3.000
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,7.000,7.000,7.000,7.000,7.000,7.000,7.000,7.000,7.000,7.000
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,95.600,92.850,92.900,92.000,100.000,96.400,100.000,100.000,100.000,100.000
    Growth (YoY),AUDIT_COMMITTEE_MTG_ATTEND_PCT,0.315,-2.877,0.054,-0.969,8.696,-3.600,3.734,0.000,0.000,0.000
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,14.000,12.000,12.000,12.000,12.000,12.000,13.000,14.000,14.000,14.000
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,6.000,6.000,12.000,13.000,13.000,13.000,8.000,8.000,8.000,8.000
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,14.000,11.000,11.000,11.000,11.000,11.000,12.000,13.000,13.000,13.000
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,10.000,9.000,10.000,9.000,10.000,10.000,8.000,9.000,9.000,9.000
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,91.900,94.900,88.400,93.500,95.000,94.200,97.950,99.180,98.520,97.619
    Growth (YoY),BOARD_MEETING_ATTENDANCE_PCT,3.959,3.264,-6.849,5.769,1.604,-0.842,3.981,1.256,-0.665,-0.915
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,No,No,No,No,No,No,No,No,No
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,No,No,No,No,No,No,No,No,No
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,4.000,4.000,3.000,4.000,5.000,4.000,4.000,3.000,4.000,4.000
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,3.000,3.000,3.000,3.000,4.000,3.000,3.000,2.000,3.000,3.000
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,3.000,3.000,3.000,3.000,2.000,3.000,3.000,3.000,3.000,3.000
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,92.800,100.000,100.000,100.000,100.000,93.300,100.000,100.000,100.000,100.000
    Growth (YoY),COMPENSATION_CMTE_MTG_ATTEND_PCT,-7.200,7.759,0.000,0.000,0.000,-6.700,7.181,0.000,0.000,0.000
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,0.000,0.000,2.000,2.000,1.000,2.000,2.000,2.000,2.000,2.000
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,5.000,5.000,6.000,6.000,6.000,7.000,6.000,6.000,6.000,6.000
Board Age Limit,BOARD_AGE_LIMIT,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,34.000,35.000,53.000,49.000,50.000,51.000,32.000,33.000,34.000,35.000
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,72.000,70.000,67.000,68.000,69.000,70.000,71.000,72.000,73.000,74.000
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,7.000,7.000,8.000,9.000,9.000,9.000,8.000,9.000,9.000,9.000
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,6.000,5.000,3.000,3.000,4.000,4.000,4.000,4.000,5.000,5.000
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,4.000,4.000,3.000,3.000,4.000,4.000,3.000,3.000,4.000,4.000
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,4.000,3.000,2.000,2.000,3.000,4.000,3.000,4.000,4.000,5.000
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,100.000,93.300,100.000,83.300,91.700,93.800,100.000,100.000,94.440,96.000
    Growth (YoY),NOMINATION_CMTE_MTG_ATTEND_PCT,7.181,-6.700,7.181,-16.700,10.084,2.290,6.610,0.000,-5.560,1.652
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
,,,,,,,,,,,
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
