,,,,,,,,,,,
Hess Corp (HES US) - Overview,,,,,,,,,,,
,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023
Pct Minorities in Workforce,PCT_MINORITY_EMPLOYEES,24.000,25.000,25.000,23.000,22.000,22.000,22.000,24.000,25.370,26.000
    Growth (YoY),PCT_MINORITY_EMPLOYEES,—,4.167,0.000,-8.000,-4.348,0.000,0.000,9.091,5.708,2.483
,,,,,,,,,,,
Ethics & Compliance,,,,,,,,,,,
Business Ethics Policy,ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anti-Bribery Ethics Policy,ANTI_BRIBERY_ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Political Donations,POLITICAL_DONATIONS,0.000,—,—,—,—,—,—,—,—,—
,,,,,,,,,,,
Health & Safety,,,,,,,,,,,
Health and Safety Policy,HEALTH_SAFETY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fatalities - Employees,FATALITIES_EMPLOYEES,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,—,—
Fatalities - Contractors,FATALITIES_CONTRACTORS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,—,—
Fatalities - Total,FATALITIES_TOTAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
Lost Time Incident Rate - Employees,LOST_TIME_INCIDENT_RATE,0.000,0.030,0.060,0.030,0.000,0.000,0.090,0.050,0.100,0.000
    Growth (YoY),LOST_TIME_INCIDENT_RATE,—,—,100.000,-50.000,—,—,—,-44.444,100.000,—
Lost Time Incident Rate - Contractors,LOST_TIME_INCIDENT_RT_CNTRCTR,0.140,0.100,0.150,0.100,0.120,0.240,0.090,0.160,0.100,0.100
    Growth (YoY),LOST_TIME_INCIDENT_RT_CNTRCTR,-6.667,-28.571,50.000,-33.333,20.000,100.000,-62.500,77.778,-37.500,0.000
Lost Time Incident Rate - Workforce,LOST_TM_INCIDENT_RT_WORKFORCE,0.120,0.080,0.130,0.080,0.080,0.180,0.090,0.120,0.100,0.070
    Growth (YoY),LOST_TM_INCIDENT_RT_WORKFORCE,-14.286,-33.333,62.500,-38.462,0.000,125.000,-50.000,33.333,-16.667,-30.000
Total Recordable Incident Rate - Employees,TOTAL_RECORDABLE_INCIDENT_RATE,0.200,0.240,0.100,0.090,0.130,0.050,0.320,0.050,0.240,0.100
    Growth (YoY),TOTAL_RECORDABLE_INCIDENT_RATE,-57.447,20.000,-58.333,-10.000,44.444,-61.538,540.000,-84.375,380.000,-58.333
Total Recordable Incident Rate - Contractors,TOT_RECORDABLE_INCID_RT_CNTRCTR,0.450,0.390,0.500,0.310,0.410,0.570,0.360,0.460,0.520,0.490
    Growth (YoY),TOT_RECORDABLE_INCID_RT_CNTRCTR,-22.414,-13.333,28.205,-38.000,32.258,39.024,-36.842,27.778,13.043,-5.769
Total Recordable Incident Rate - Workforce,TOT_RECRDBL_INCID_RT_WORKFORCE,0.400,0.360,0.390,0.240,0.320,0.430,0.350,0.320,0.440,0.370
    Growth (YoY),TOT_RECRDBL_INCID_RT_WORKFORCE,-23.077,-10.000,8.333,-38.462,33.333,34.375,-18.605,-8.571,37.500,-15.909
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,No,No,No
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"3,045.000","2,770.000","2,304.000","2,075.000","1,708.000","1,775.000","1,621.000","1,545.000","1,623.000","1,756.000"
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,28.900,14.100,25.000,18.000,26.000,6.000,13.000,11.000,6.000,5.000
    Growth (YoY),EMPLOYEE_TURNOVER_PCT,52.105,-51.211,77.305,-28.000,44.444,-76.923,116.667,-15.385,-45.455,-16.667
Pct Employees Unionized,PCT_EMPLOYEES_UNIONIZED,1.000,3.000,2.000,2.000,2.000,2.000,2.000,0.000,0.000,0.000
    Growth (YoY),PCT_EMPLOYEES_UNIONIZED,-75.000,200.000,-33.333,0.000,0.000,0.000,0.000,—,—,—
Employee Training Cost,EMPLOYEE_TRAINING_COST,—,—,—,—,—,—,—,3.003,2.977,4.664
    Growth (YoY),EMPLOYEE_TRAINING_COST,—,—,—,—,—,—,—,—,-0.896,56.688
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,—,—,—,—,—,"9,135.000","2,300.000","5,300.000","8,764.000","14,845.000"
    Growth (YoY),TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,—,—,—,—,—,—,-74.822,130.435,65.358,69.386
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,No,No
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,44.000,45.000,46.000,47.000,48.000,49.000,50.000,51.000,52.000,53.000
    Growth (YoY),YEARS_AUDITOR_EMPLOYED,2.326,2.273,2.222,2.174,2.128,2.083,2.041,2.000,1.961,1.923
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,7.000,6.000,4.000,4.000,4.000,4.000,5.000,5.000,5.000,5.000
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,7.000,6.000,4.000,4.000,4.000,4.000,5.000,5.000,5.000,5.000
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,8.000,9.000,6.000,7.000,6.000,5.000,6.000,6.000,5.000,5.000
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000
    Growth (YoY),AUDIT_COMMITTEE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,14.000,14.000,13.000,12.000,12.000,12.000,11.000,11.000,12.000,12.000
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,8.000,8.000,8.000,8.000,8.000,9.000,9.000,8.000,8.000,8.000
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,13.000,13.000,12.000,11.000,11.000,11.000,10.000,10.000,11.000,11.000
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,10.000,8.000,8.000,9.000,10.000,9.000,12.000,10.000,12.000,10.000
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000
    Growth (YoY),BOARD_MEETING_ATTENDANCE_PCT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,5.000,4.000,5.000,5.000,5.000,5.000,5.000,4.000,4.000,4.000
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,5.000,4.000,5.000,5.000,5.000,5.000,5.000,4.000,4.000,4.000
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,6.000,6.000,6.000,6.000,6.000,6.000,7.000,5.000,5.000,6.000
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000
    Growth (YoY),COMPENSATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,3.000,3.000
Board Age Limit,BOARD_AGE_LIMIT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,57.000,58.000,48.000,49.000,50.000,51.000,52.000,53.000,53.000,54.000
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,75.000,76.000,75.000,74.000,75.000,76.000,75.000,76.000,77.000,78.000
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,13.000,13.000,12.000,11.000,11.000,11.000,10.000,10.000,11.000,11.000
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,5.000,5.000,5.000,5.000,5.000,4.000,4.000,3.000,4.000,4.000
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,5.000,5.000,5.000,5.000,5.000,4.000,4.000,3.000,4.000,4.000
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,7.000,6.000,7.000,6.000,5.000,6.000,6.000,5.000,5.000,4.000
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000,75.000
    Growth (YoY),NOMINATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,No,No,No,No,No,No,No,No,No,No
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
,,,,,,,,,,,
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
