,,,,,,,,,,,
PTT Exploration & Production PCL (PTTEP TB) - Overview,,,,,,,,,,,
,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023
    Growth (YoY),PCT_GENDER_PAY_GAP_EMPL_EX_MGMT,—,—,—,—,1.202,1.980,0.000,-0.555,0.558,—
80%+ Workforce Gender Pay Gap Waterfall,GENDER_PAY_GAP_WATERFALL,—,—,—,—,—,17.000,6.100,4.200,3.200,5.100
    Growth (YoY),GENDER_PAY_GAP_WATERFALL,—,—,—,—,—,—,-64.118,-31.148,-23.810,59.375
,,,,,,,,,,,
Ethics & Compliance,,,,,,,,,,,
Business Ethics Policy,ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anti-Bribery Ethics Policy,ANTI_BRIBERY_ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Political Donations,POLITICAL_DONATIONS,—,—,—,—,—,—,—,0.000,0.000,0.000
,,,,,,,,,,,
Health & Safety,,,,,,,,,,,
Health and Safety Policy,HEALTH_SAFETY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fatalities - Employees,FATALITIES_EMPLOYEES,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Fatalities - Contractors,FATALITIES_CONTRACTORS,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Fatalities - Total,FATALITIES_TOTAL,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Lost Time Incident Rate - Employees,LOST_TIME_INCIDENT_RATE,0.000,0.046,0.000,0.024,0.000,0.000,0.000,0.000,0.018,0.000
    Growth (YoY),LOST_TIME_INCIDENT_RATE,—,—,—,—,—,—,—,—,—,—
Lost Time Incident Rate - Contractors,LOST_TIME_INCIDENT_RT_CNTRCTR,0.058,0.018,0.028,0.018,0.020,0.020,0.038,0.046,0.034,0.026
    Growth (YoY),LOST_TIME_INCIDENT_RT_CNTRCTR,81.250,-68.966,55.556,-35.714,11.111,0.000,90.000,21.053,-26.087,-23.529
Lost Time Incident Rate - Workforce,LOST_TM_INCIDENT_RT_WORKFORCE,—,0.026,0.020,0.020,0.014,0.014,0.026,0.032,0.030,0.020
    Growth (YoY),LOST_TM_INCIDENT_RT_WORKFORCE,—,—,-23.077,0.000,-30.000,0.000,85.714,23.077,-6.250,-33.333
Total Recordable Incident Rate - Employees,TOTAL_RECORDABLE_INCIDENT_RATE,0.126,0.204,0.112,0.142,0.118,0.128,0.000,0.038,0.104,0.000
    Growth (YoY),TOTAL_RECORDABLE_INCIDENT_RATE,6.780,61.905,-45.098,26.786,-16.901,8.475,—,—,173.684,—
Total Recordable Incident Rate - Contractors,TOT_RECORDABLE_INCID_RT_CNTRCTR,0.300,0.228,0.202,0.152,0.164,0.102,0.094,0.194,0.198,0.160
    Growth (YoY),TOT_RECORDABLE_INCID_RT_CNTRCTR,19.048,-24.000,-11.404,-24.752,7.895,-37.805,-7.843,106.383,2.062,-19.192
Total Recordable Incident Rate - Workforce,TOT_RECRDBL_INCID_RT_WORKFORCE,—,0.222,0.176,0.148,0.150,0.110,0.064,0.148,0.176,0.122
    Growth (YoY),TOT_RECRDBL_INCID_RT_WORKFORCE,—,—,-20.721,-15.909,1.351,-26.667,-41.818,131.250,18.919,-30.682
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,No,No,n/a
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"4,547.000","4,297.000","3,794.000","3,774.000","3,861.000","4,449.000","4,496.000","4,564.000","5,173.000","5,363.000"
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,7.330,3.008,7.160,6.130,4.890,3.700,2.800,4.500,5.000,4.100
    Growth (YoY),EMPLOYEE_TURNOVER_PCT,8.432,-58.967,138.056,-14.385,-20.228,-24.335,-24.324,60.714,11.111,-18.000
Pct Employees Unionized,PCT_EMPLOYEES_UNIONIZED,—,—,—,100.000,100.000,100.000,100.000,100.000,—,—
    Growth (YoY),PCT_EMPLOYEES_UNIONIZED,—,—,—,—,0.000,0.000,0.000,0.000,—,—
Employee Training Cost,EMPLOYEE_TRAINING_COST,—,—,39.174,1.666,5.974,8.631,5.364,4.354,7.000,353.545
    Growth (YoY),EMPLOYEE_TRAINING_COST,—,—,—,-95.748,258.643,44.465,-37.852,-18.824,60.769,"4,950.643"
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,"208,179.000","134,573.000","102,438.000","184,926.000","212,355.000","191,307.000","179,840.000","219,072.000","292,512.000","300,889.000"
    Growth (YoY),TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,-19.499,-35.357,-23.879,80.525,14.832,-9.912,-5.994,21.815,33.523,2.864
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,n/a,n/a,n/a,n/a,n/a,No,No,No,Yes,Yes
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Number of Suppliers Audited,SUPPLIERS_AUDITED,—,—,—,—,—,13.000,2.000,2.000,1.000,—
Percentage Suppliers Audited,PERCENTAGE_SUPPLIERS_AUDITED,—,—,—,—,—,0.505,0.075,0.084,0.052,—
    Growth (YoY),PERCENTAGE_SUPPLIERS_AUDITED,—,—,—,—,—,—,-85.075,10.845,-37.782,—
Number of Supplier Audits Conducted,SUPPLIER_AUDITS_CONDUCTED,—,—,—,2.000,7.000,—,—,—,—,—
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,3.000,3.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,4.000
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,3.000,3.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,4.000
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,10.000,11.000,11.000,13.000,16.000,15.000,13.000,14.000,14.000,13.000
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,100.000,96.960,97.610,97.670,97.870,87.710,90.770,89.280,100.000,100.000
    Growth (YoY),AUDIT_COMMITTEE_MTG_ATTEND_PCT,0.000,-3.040,0.670,0.061,0.205,-10.381,3.489,-1.642,12.007,0.000
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,14.000,15.000,15.000,15.000,14.000,15.000,15.000,15.000,14.000,13.000
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,16.000,16.000,21.000,25.000,18.000,20.000,20.000,17.000,19.000,15.000
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,13.000,14.000,14.000,14.000,13.000,14.000,14.000,14.000,13.000,12.000
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,14.000,15.000,16.000,16.000,18.000,20.000,18.000,19.000,18.000,21.000
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,95.950,93.980,94.110,92.300,92.740,91.120,95.100,96.140,95.180,96.599
    Growth (YoY),BOARD_MEETING_ATTENDANCE_PCT,-0.960,-2.053,0.138,-1.923,0.477,-1.747,4.368,1.094,-0.999,1.490
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,No,No,No,No,No,No,No,No,No
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,No,No,No,No,No,No,No,No,No
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,3.000,3.000,3.000,3.000,3.000,3.000,6.000,6.000,4.000,4.000
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,2.000,2.000,2.000,2.000,2.000,2.000,4.000,5.000,3.000,3.000
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,1.000,2.000,2.000,2.000,3.000,4.000,8.000,8.000,7.000,8.000
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,100.000,100.000,100.000,100.000,100.000,91.660,96.430,100.000,100.000,100.000
    Growth (YoY),COMPENSATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,0.000,-8.340,5.204,3.702,0.000,0.000
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,6.000,8.000,10.000,12.000,9.000,9.000,8.000,8.000,8.000,4.000
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,0.000,0.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000
Board Age Limit,BOARD_AGE_LIMIT,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,43.000,44.000,45.000,46.000,47.000,48.000,49.000,47.000,48.000,49.000
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,63.000,64.000,67.000,68.000,69.000,68.000,69.000,68.000,69.000,68.000
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,8.000,8.000,9.000,9.000,7.000,8.000,9.000,10.000,10.000,8.000
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,3.000,3.000,3.000,4.000,3.000,4.000,6.000,6.000,4.000,4.000
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,2.000,2.000,3.000,4.000,3.000,3.000,4.000,5.000,3.000,3.000
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,5.000,7.000,8.000,8.000,9.000,8.000,8.000,8.000,7.000,8.000
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,92.850,90.470,95.830,96.670,100.000,100.000,96.430,100.000,100.000,100.000
    Growth (YoY),NOMINATION_CMTE_MTG_ATTEND_PCT,-0.514,-2.563,5.925,0.877,3.445,0.000,-3.570,3.702,0.000,0.000
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,No,No,No,No,No,No,No,Yes,Yes,Yes
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
,,,,,,,,,,,
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
