,,,,,,,,,,,
Petroleo Brasileiro SA (PETR4 BZ) - Overview,,,,,,,,,,,
,,,,,,,,,,,
Energy Efficiency Policy,ENERGY_EFFIC_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Total Energy Consumption,ENERGY_CONSUMPTION,"320,894.000","309,774.000","249,858.000","271,196.000","246,822.000","232,658.000","228,100.000","258,404.000","195,760.000","185,378.000"
    Growth (YoY),ENERGY_CONSUMPTION,9.922,-3.465,-19.342,8.540,-8.988,-5.739,-1.959,13.285,-24.243,-5.303
Electricity Used,ELECTRICITY_USED,"4,423.060","5,106.110","5,192.500","5,577.320","4,267.220","3,816.670","3,558.610","3,781.940","3,384.720","3,367.780"
    Growth (YoY),ELECTRICITY_USED,-5.022,15.443,1.692,7.411,-23.490,-10.558,-6.761,6.276,-10.503,-0.500
Self Generated Renewable Electricity,SELF_GEN_RENEWABLE_ELECTRICITY,—,1.139,0.000,—,—,—,—,—,—,—
Fuel Used - Coal/Lignite,COAL_USED,"2,809.200","2,738.560","2,526.920",—,—,—,—,—,—,—
    Growth (YoY),COAL_USED,7.876,-2.515,-7.728,—,—,—,—,—,—,—
Fuel Used - Natural Gas,NAT_GAS_USED,"19,705,100.000","19,473,800.000","14,686,300.000",—,—,—,—,—,—,—
    Growth (YoY),NAT_GAS_USED,12.518,-1.174,-24.584,—,—,—,—,—,—,—
Fuel Used - Crude Oil/Diesel,OIL_DIESEL_USED,"4,562.830","3,704.790","3,493.750",—,—,—,—,—,—,—
    Growth (YoY),OIL_DIESEL_USED,5.634,-18.805,-5.696,—,—,—,—,—,—,—
,,,,,,,,,,,
Materials & Waste,,,,,,,,,,,
Waste Reduction Policy,WASTE_REDUCTION,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Hazardous Waste,HAZARDOUS_WASTE,245.000,192.000,136.000,113.000,121.000,120.000,123.000,109.000,99.000,79.600
    Growth (YoY),HAZARDOUS_WASTE,-5.769,-21.633,-29.167,-16.912,7.080,-0.826,2.500,-11.382,-9.174,-19.596
Total Waste,TOTAL_WASTE,245.000,234.000,374.000,266.000,278.000,363.000,289.000,278.000,249.000,223.500
    Growth (YoY),TOTAL_WASTE,-5.769,-4.490,59.829,-28.877,4.511,30.576,-20.386,-3.806,-10.432,-10.241
Waste Recycled,WASTE_RECYCLED,46.550,57.600,45.220,43.320,90.870,226.970,80.380,67.400,74.400,64.900
    Growth (YoY),WASTE_RECYCLED,62.762,23.738,-21.493,-4.202,109.765,149.774,-64.586,-16.148,10.386,-12.769
Waste Sent to Landfills,WASTE_SENT_TO_LANDFILLS,22.050,19.000,81.660,53.110,68.915,86.300,51.380,48.200,45.300,44.000
    Growth (YoY),WASTE_SENT_TO_LANDFILLS,-46.995,-13.832,329.789,-34.962,29.759,25.227,-40.464,-6.189,-6.017,-2.870
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Environmental Supply Chain Management,ENVIRON_SUPPLY_MGT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Water,,,,,,,,,,,
Water Policy,WATER_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Total Water Withdrawal,TOTAL_WATER_WITHDRAWAL,"206,500.000","213,300.000","191,600.000","3,106,200.000","2,451,400.000","1,556,900.000","2,889,500.000","3,088,340.000","2,889,120.000","2,917,690.000"
    Growth (YoY),TOTAL_WATER_WITHDRAWAL,6.663,3.293,-10.173,"1,521.190",-21.080,-36.489,85.593,6.881,-6.451,0.989
Total Water Discharged,TOTAL_WATER_DISCHARGED,"254,800.000","277,100.000","281,800.000","293,200.000","289,100.000","271,700.000","2,809,700.000","2,927,500.000","2,797,500.000","2,827,500.000"
    Growth (YoY),TOTAL_WATER_DISCHARGED,10.494,8.752,1.696,4.045,-1.398,-6.019,934.119,4.193,-4.441,1.072
,,,,,,,,,,,
Ecological & Biodiversity Impacts,,,,,,,,,,,
Biodiversity Policy,BIODIVERSITY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Adopts TNFD Recommendations,ADOPT_TNFD_RECOMMENDATIONS,n/a,n/a,n/a,n/a,n/a,No,No,No,Yes,n/a
Zero Deforestation Policy,ZERO_DEFORESTATION_POLICY,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,No,n/a
Board Level Oversight of Biodiversity,BOARD_LEVEL_OVERSIGHT_BIODIV,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,Yes,n/a
Executive Level Oversight of Biodiversity,EXEC_LEVEL_OVERSIGHT_BIODIV,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yes,Yes,n/a
,,,,,,,,,,,
Social,,,,,,,,,,,
Community & Customers,,,,,,,,,,,
Human Rights Policy,HUMAN_RIGHTS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Policy Against Child Labor,POLICY_AGAINST_CHILD_LABOR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Quality Assurance and Recall Policy,QUALITY_ASSURANCE_AND_RECALL_POL,n/a,No,No,No,No,No,No,No,No,No
Consumer Data Protection Policy,CONSUMER_DATA_PROTECTION_POLICY,n/a,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Community Spending,COMMUNITY_SPENDING,616.000,496.000,241.000,142.000,219.900,224.200,112.000,126.000,153.000,250.000
    Growth (YoY),COMMUNITY_SPENDING,-20.924,-19.481,-51.411,-41.079,54.859,1.955,-50.045,12.500,21.429,63.399
Number of Customer Complaints,CUSTOMER_COMPLAINTS,"11,394.000","9,521.000","9,853.000","10,963.000","8,839.000","7,299.000","4,816.000","4,845.000","3,205.000","4,468.000"
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Equal Opportunity Policy,EQUAL_OPPORTUNITY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Gender Pay Gap Breakout,GENDER_PAY_GAP_BREAKOUT,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Pct Women in Senior Management,PCT_WOMEN_SENIOR_MGT,—,—,—,—,—,—,—,—,—,—
    Growth (YoY),PCT_WOMEN_SENIOR_MGT,—,—,—,—,—,—,—,—,—,—
Pct Women in Middle and or Other Management,PCT_WOMEN_IN_MID_AND_OTHER_MGMT,15.200,15.300,14.500,15.400,18.100,18.400,—,—,—,—
    Growth (YoY),PCT_WOMEN_IN_MID_AND_OTHER_MGMT,—,0.658,-5.229,6.207,17.532,1.657,—,—,—,—
Pct Women in Workforce,PCT_WOMEN_EMPLOYEES,16.800,17.500,17.470,16.600,16.600,15.940,16.640,16.890,16.980,17.000
    Growth (YoY),PCT_WOMEN_EMPLOYEES,0.719,4.167,-0.171,-4.980,0.000,-3.976,4.391,1.502,0.533,0.118
Pct Minorities in Management,PCT_MINORITY_MGT,20.300,25.300,20.800,22.200,17.700,19.300,20.000,21.300,21.900,22.200
    Growth (YoY),PCT_MINORITY_MGT,-19.444,24.631,-17.787,6.731,-20.270,9.040,3.627,6.500,2.817,1.370
Pct Minorities in Workforce,PCT_MINORITY_EMPLOYEES,24.670,25.610,26.430,27.890,28.270,28.650,30.050,30.550,30.860,31.690
    Growth (YoY),PCT_MINORITY_EMPLOYEES,1.606,3.810,3.202,5.524,1.362,1.344,4.887,1.664,1.015,2.690
Pct Disabled in Workforce,PCT_DISABLED_IN_WORKFORCE,0.350,0.560,0.640,0.540,0.370,0.580,0.560,0.880,1.180,1.690
    Growth (YoY),PCT_DISABLED_IN_WORKFORCE,-73.282,60.000,14.286,-15.625,-31.481,56.757,-3.448,57.143,34.091,43.220
80%+ Workforce Gender Pay Gap Waterfall,GENDER_PAY_GAP_WATERFALL,—,—,—,—,—,8.000,5.000,4.000,3.000,2.000
    Growth (YoY),GENDER_PAY_GAP_WATERFALL,—,—,—,—,—,—,-37.500,-20.000,-25.000,-33.333
,,,,,,,,,,,
Ethics & Compliance,,,,,,,,,,,
Business Ethics Policy,ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Anti-Bribery Ethics Policy,ANTI_BRIBERY_ETHICS_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Political Donations,POLITICAL_DONATIONS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,
Health & Safety,,,,,,,,,,,
Health and Safety Policy,HEALTH_SAFETY_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fatalities - Employees,FATALITIES_EMPLOYEES,2.000,1.000,—,—,—,—,0.000,—,—,—
Fatalities - Contractors,FATALITIES_CONTRACTORS,8.000,15.000,—,—,—,—,0.000,—,—,—
Fatalities - Total,FATALITIES_TOTAL,10.000,16.000,3.000,7.000,6.000,2.000,0.000,3.000,5.000,2.000
Lost Time Incident Rate - Employees,LOST_TIME_INCIDENT_RATE,—,—,—,0.120,0.122,0.124,0.050,0.038,0.078,0.050
    Growth (YoY),LOST_TIME_INCIDENT_RATE,—,—,—,—,1.667,1.639,-59.677,-24.000,105.263,-35.897
Lost Time Incident Rate - Contractors,LOST_TIME_INCIDENT_RT_CNTRCTR,—,—,—,0.114,0.112,0.086,0.078,0.080,0.090,0.100
    Growth (YoY),LOST_TIME_INCIDENT_RT_CNTRCTR,—,—,—,—,-1.754,-23.214,-9.302,2.564,12.500,11.111
Lost Time Incident Rate - Workforce,LOST_TM_INCIDENT_RT_WORKFORCE,0.140,0.150,0.110,0.110,0.110,0.100,0.070,0.068,0.092,0.092
    Growth (YoY),LOST_TM_INCIDENT_RT_WORKFORCE,-6.667,7.143,-26.667,0.000,0.000,-9.091,-30.000,-2.857,35.294,0.000
Total Recordable Incident Rate - Employees,TOTAL_RECORDABLE_INCIDENT_RATE,—,—,—,0.162,0.164,0.142,0.062,0.054,0.090,0.080
    Growth (YoY),TOTAL_RECORDABLE_INCIDENT_RATE,—,—,—,—,1.235,-13.415,-56.338,-12.903,66.667,-11.111
Total Recordable Incident Rate - Contractors,TOT_RECORDABLE_INCID_RT_CNTRCTR,—,—,—,0.236,0.216,0.156,0.132,0.128,0.150,0.180
    Growth (YoY),TOT_RECORDABLE_INCID_RT_CNTRCTR,—,—,—,—,-8.475,-27.778,-15.385,-3.030,17.188,20.000
Total Recordable Incident Rate - Workforce,TOT_RECRDBL_INCID_RT_WORKFORCE,0.960,0.430,0.326,0.210,0.200,0.150,0.110,0.108,0.136,0.160
    Growth (YoY),TOT_RECRDBL_INCID_RT_WORKFORCE,-11.111,-55.208,-24.186,-35.583,-4.762,-25.000,-26.667,-1.818,25.926,17.647
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,No,No,No
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"80,908.000","78,470.000","68,829.000","62,703.000","63,361.000","57,983.000","49,050.000","45,532.000","45,149.000","46,730.000"
Number of Contractors,NUMBER_OF_CONTRACTORS,"291,074.000","157,530.000","117,555.000","117,201.000","116,065.000","103,133.000","97,766.000","99,126.000","105,397.000","107,819.000"
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,15.910,11.080,10.830,6.680,1.270,1.750,5.590,3.720,1.930,2.200
    Growth (YoY),EMPLOYEE_TURNOVER_PCT,17.939,-30.358,-2.256,-38.319,-80.988,37.795,219.429,-33.453,-48.118,13.990
Pct Employees Unionized,PCT_EMPLOYEES_UNIONIZED,100.000,100.000,100.000,100.000,100.000,97.000,92.000,92.000,96.000,100.000
    Growth (YoY),PCT_EMPLOYEES_UNIONIZED,0.000,0.000,0.000,0.000,0.000,-3.000,-5.155,0.000,4.348,4.167
Employee Training Cost,EMPLOYEE_TRAINING_COST,365.000,309.000,76.200,33.150,112.400,127.400,34.200,43.600,101.700,154.000
    Growth (YoY),EMPLOYEE_TRAINING_COST,62.222,-15.342,-75.340,-56.496,239.065,13.345,-73.155,27.485,133.257,51.426
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,"5,299,470.000","4,249,940.000","3,654,820.000","2,646,070.000","3,341,660.000","3,215,290.000","2,305,960.000","3,138,520.000","2,568,980.000","3,317,830.000"
    Growth (YoY),TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,-27.203,-19.804,-14.003,-27.601,26.288,-3.782,-28.281,36.105,-18.147,29.150
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,n/a,No,No,No,No,No,No,No,No,No
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,—,1.000,2.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000
    Growth (YoY),YEARS_AUDITOR_EMPLOYED,—,—,100.000,-50.000,100.000,50.000,33.333,25.000,20.000,16.667
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,3.000,3.000,3.000,3.000,3.000,3.000,3.000,4.000,4.000,4.000
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,3.000,3.000,3.000,2.000,2.000,3.000,3.000,—,—,—
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,No,No,No,No,No,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,10.000,9.000,9.000,9.000,8.000,10.000,12.000,11.000,11.000,11.000
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,8.000,7.000,8.000,6.000,3.000,9.000,9.000,8.000,8.000,9.000
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,9.000,9.000,9.000,9.000,8.000,9.000,10.000,9.000,9.000,9.000
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,—,—,47.000,46.000,57.000,37.000,30.000,28.000,—,—
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,No,No,No,No,No,No,No,No,No
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,No,No,No,No,No,No,No,No,No
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,3.000,3.000,3.000,4.000,4.000,4.000,4.000,5.000,5.000,5.000
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,—,3.000,3.000,—,—,—,—,—,—,—
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,1.000,1.000,1.000,1.000,0.000,2.000,0.000,0.000,0.000,1.000
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,2.000,1.000,1.000,1.000,3.000,3.000,1.000,3.000,2.000,1.000
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,51.000,35.000,40.000,41.000,36.000,37.000,—,50.000,39.000,41.000
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,70.000,71.000,71.000,72.000,73.000,75.000,—,80.000,77.000,83.000
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,4.000,7.000,7.000,5.000,5.000,7.000,10.000,9.000,7.000,9.000
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,0.000,0.000,3.000,4.000,4.000,4.000,4.000,5.000,5.000,5.000
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,—,—,3.000,—,—,—,—,—,—,—
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000
,,,,,,,,,,,
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
