,,,,,,,,,,,
Exxon Mobil Corp (XOM US) - Overview,,,,,,,,,,,
,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023,FY 2024
    Growth (YoY),TOTAL_RECORDABLE_INCIDENT_RATE,10.526,-23.810,-6.250,0.000,0.000,-33.333,10.000,9.091,-16.667,—
Total Recordable Incident Rate - Contractors,TOT_RECORDABLE_INCID_RT_CNTRCTR,0.260,0.230,0.220,0.250,0.250,0.170,0.190,0.180,0.190,—
    Growth (YoY),TOT_RECORDABLE_INCID_RT_CNTRCTR,-10.345,-11.538,-4.348,13.636,0.000,-32.000,11.765,-5.263,5.556,—
Total Recordable Incident Rate - Workforce,TOT_RECRDBL_INCID_RT_WORKFORCE,0.240,0.200,0.190,0.210,0.210,0.140,0.160,0.160,0.150,—
    Growth (YoY),TOT_RECRDBL_INCID_RT_WORKFORCE,—,-16.667,-5.000,10.526,0.000,-33.333,14.286,0.000,-6.250,—
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,n/a
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,No,No,n/a
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"73,500.000","71,100.000","70,000.000","71,000.000","75,000.000","72,000.000","63,000.000","62,300.000","62,000.000","61,000.000"
Employee Training Cost,EMPLOYEE_TRAINING_COST,124.000,108.000,94.000,62.000,77.000,34.000,19.000,31.000,47.000,—
    Growth (YoY),EMPLOYEE_TRAINING_COST,5.983,-12.903,-12.963,-34.043,24.194,-55.844,-44.118,63.158,51.613,—
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,No,No,No,No,No,No,No,No,No,n/a
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,n/a
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,82.000,83.000,84.000,85.000,86.000,87.000,88.000,89.000,90.000,—
    Growth (YoY),YEARS_AUDITOR_EMPLOYED,1.235,1.220,1.205,1.190,1.176,1.163,1.149,1.136,1.124,—
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,4.000,5.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,—
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,4.000,5.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,—
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,11.000,11.000,11.000,11.000,11.000,10.000,10.000,10.000,10.000,—
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,92.000,93.000,98.000,99.000,96.000,98.000,75.000,75.000,75.000,—
    Growth (YoY),AUDIT_COMMITTEE_MTG_ATTEND_PCT,-3.158,1.087,5.376,1.020,-3.030,2.083,-23.469,0.000,0.000,—
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,n/a
Board Size,BOARD_SIZE,12.000,13.000,11.000,10.000,10.000,10.000,12.000,11.000,12.000,—
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,20.000,21.000,19.000,18.000,16.000,14.000,14.000,11.000,11.000,—
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,11.000,11.000,10.000,9.000,9.000,9.000,11.000,10.000,11.000,—
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,11.000,12.000,11.000,9.000,10.000,10.000,13.000,9.000,11.000,—
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,92.000,93.000,98.000,99.000,96.000,98.000,75.000,75.000,75.000,—
    Growth (YoY),BOARD_MEETING_ATTENDANCE_PCT,-3.158,1.087,5.376,1.020,-3.030,2.083,-23.469,0.000,0.000,—
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,No,No,No,No,Yes,Yes,Yes,Yes,Yes,n/a
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,No,No,No,No,No,No,No,No,Yes,n/a
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,4.000,3.000,4.000,4.000,4.000,4.000,4.000,3.000,4.000,—
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,4.000,3.000,4.000,4.000,4.000,4.000,4.000,3.000,4.000,—
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,7.000,7.000,7.000,6.000,6.000,6.000,5.000,6.000,5.000,—
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,92.000,93.000,98.000,99.000,96.000,98.000,75.000,75.000,75.000,—
    Growth (YoY),COMPENSATION_CMTE_MTG_ATTEND_PCT,-3.158,1.087,5.376,1.020,-3.030,2.083,-23.469,0.000,0.000,—
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,0.000,1.000,1.000,1.000,2.000,2.000,3.000,2.000,2.000,—
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,2.000,3.000,4.000,3.000,3.000,3.000,4.000,4.000,3.000,—
Board Age Limit,BOARD_AGE_LIMIT,72.000,72.000,72.000,72.000,72.000,72.000,72.000,75.000,75.000,—
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,57.000,52.000,53.000,54.000,55.000,56.000,51.000,52.000,53.000,—
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,71.000,72.000,72.000,71.000,72.000,72.000,72.000,73.000,74.000,—
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,11.000,11.000,10.000,9.000,9.000,9.000,11.000,10.000,11.000,—
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,5.000,5.000,4.000,4.000,4.000,3.000,4.000,4.000,5.000,—
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,5.000,5.000,4.000,4.000,4.000,3.000,4.000,4.000,5.000,—
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,7.000,8.000,7.000,6.000,7.000,6.000,8.000,8.000,4.000,—
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,92.000,93.000,98.000,99.000,96.000,98.000,75.000,75.000,75.000,—
    Growth (YoY),NOMINATION_CMTE_MTG_ATTEND_PCT,-3.158,1.087,5.376,1.020,-3.030,2.083,-23.469,0.000,0.000,—
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,n/a
Employee CSR Training,EMPLOYEE_CSR_TRAINING,No,No,No,No,No,No,No,No,No,n/a
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,—
,,,,,,,,,,,
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
