,,,,,,,,,,,
Shell PLC (SHEL LN) - Overview,,,,,,,,,,,
,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023
Fatalities - Employees,FATALITIES_EMPLOYEES,3.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000
Fatalities - Contractors,FATALITIES_CONTRACTORS,2.000,6.000,3.000,2.000,2.000,4.000,0.000,8.000,2.000,5.000
Fatalities - Total,FATALITIES_TOTAL,5.000,7.000,3.000,2.000,2.000,7.000,0.000,8.000,2.000,5.000
Lost Time Incident Rate - Employees,LOST_TIME_INCIDENT_RATE,—,—,0.040,0.040,0.040,0.060,0.040,0.060,0.080,0.120
    Growth (YoY),LOST_TIME_INCIDENT_RATE,—,—,—,0.000,0.000,50.000,-33.333,50.000,33.333,50.000
Lost Time Incident Rate - Contractors,LOST_TIME_INCIDENT_RT_CNTRCTR,—,—,0.060,0.040,0.060,0.060,0.060,0.080,0.080,0.080
    Growth (YoY),LOST_TIME_INCIDENT_RT_CNTRCTR,—,—,—,-33.333,50.000,0.000,0.000,33.333,0.000,0.000
Lost Time Incident Rate - Workforce,LOST_TM_INCIDENT_RT_WORKFORCE,0.056,0.052,0.060,0.040,0.060,0.060,0.040,0.060,0.080,0.100
    Growth (YoY),LOST_TM_INCIDENT_RT_WORKFORCE,-22.222,-7.143,15.385,-33.333,50.000,0.000,-33.333,50.000,33.333,25.000
Total Recordable Incident Rate - Employees,TOTAL_RECORDABLE_INCIDENT_RATE,—,—,0.140,0.120,0.140,0.120,0.080,0.100,0.140,0.220
    Growth (YoY),TOTAL_RECORDABLE_INCIDENT_RATE,—,—,—,-14.286,16.667,-14.286,-33.333,25.000,40.000,57.143
Total Recordable Incident Rate - Contractors,TOT_RECORDABLE_INCID_RT_CNTRCTR,—,—,0.240,0.180,0.200,0.220,0.180,0.220,0.220,0.220
    Growth (YoY),TOT_RECORDABLE_INCID_RT_CNTRCTR,—,—,—,-25.000,11.111,10.000,-18.182,22.222,0.000,0.000
Total Recordable Incident Rate - Workforce,TOT_RECRDBL_INCID_RT_WORKFORCE,0.198,0.188,0.200,0.160,0.180,0.180,0.140,0.180,0.200,0.220
    Growth (YoY),TOT_RECRDBL_INCID_RT_WORKFORCE,-13.913,-5.051,6.383,-20.000,12.500,0.000,-22.222,28.571,11.111,10.000
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,Yes,Yes,Yes
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"94,000.000","93,000.000","92,000.000","86,000.000","82,000.000","87,000.000","88,000.000","83,000.000","93,000.000","103,000.000"
Number of Contractors,NUMBER_OF_CONTRACTORS,"240,000.000","216,000.000",—,—,—,—,—,—,—,—
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,—,—,—,—,—,—,—,—,8.500,5.700
    Growth (YoY),EMPLOYEE_TURNOVER_PCT,—,—,—,—,—,—,—,—,—,-32.941
Employee Training Cost,EMPLOYEE_TRAINING_COST,342.000,335.000,—,—,—,—,—,—,—,—
    Growth (YoY),EMPLOYEE_TRAINING_COST,12.500,-2.047,—,—,—,—,—,—,—,—
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,—,"4,800,000.000","4,384,000.000","3,396,640.000","2,520,000.000","2,984,000.000","1,872,000.000","2,168,000.000","2,128,000.000","2,360,000.000"
    Growth (YoY),TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,—,—,-8.667,-22.522,-25.809,18.413,-37.265,15.812,-1.845,10.902
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,n/a,n/a,n/a,n/a,n/a,Yes,Yes,Yes,Yes,Yes
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Number of Supplier Audits Conducted,SUPPLIER_AUDITS_CONDUCTED,"1,073.000",384.000,—,—,—,—,—,—,—,—
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,10.000,11.000,1.000,2.000,3.000,4.000,5.000,6.000,7.000,8.000
    Growth (YoY),YEARS_AUDITOR_EMPLOYED,11.111,10.000,-90.909,100.000,50.000,33.333,25.000,20.000,16.667,14.286
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,4.000,4.000,4.000,4.000,4.000,3.000,4.000,5.000,3.000,5.000
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,4.000,4.000,4.000,4.000,4.000,3.000,4.000,5.000,3.000,5.000
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,6.000,6.000,7.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,100.000,95.830,96.430,100.000,100.000,100.000,100.000,100.000,100.000,100.000
    Growth (YoY),AUDIT_COMMITTEE_MTG_ATTEND_PCT,5.009,-4.170,0.626,3.702,0.000,0.000,0.000,0.000,0.000,0.000
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,12.000,11.000,11.000,11.000,11.000,12.000,13.000,12.000,11.000,12.000
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,8.000,9.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,7.000
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,10.000,9.000,9.000,9.000,9.000,10.000,11.000,10.000,9.000,10.000
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,7.000,12.000,9.000,7.000,10.000,8.000,12.000,12.000,8.000,9.000
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,100.000,95.620,97.970,98.640,98.180,97.820,100.000,100.000,97.770,97.248
    Growth (YoY),BOARD_MEETING_ATTENDANCE_PCT,0.000,-4.380,2.458,0.684,-0.466,-0.367,2.229,0.000,-2.230,-0.534
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,3.000,3.000,3.000,4.000,4.000,5.000,4.000,4.000,4.000,4.000
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,3.000,3.000,3.000,4.000,4.000,5.000,4.000,4.000,4.000,4.000
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,4.000,5.000,7.000,5.000,5.000,5.000,5.000,8.000,5.000,4.000
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,100.000,86.660,95.240,100.000,100.000,95.650,95.450,96.870,95.000,100.000
    Growth (YoY),COMPENSATION_CMTE_MTG_ATTEND_PCT,0.000,-13.340,9.901,4.998,0.000,-4.350,-0.209,1.488,-1.930,5.263
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,0.000,0.000,0.000,1.000,1.000,1.000,1.000,2.000,2.000,3.000
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,3.000,3.000,3.000,4.000,5.000,5.000,5.000,6.000,6.000,5.000
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,53.000,54.000,55.000,49.000,51.000,52.000,53.000,54.000,45.000,46.000
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,68.000,69.000,70.000,71.000,72.000,73.000,73.000,69.000,67.000,68.000
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,10.000,9.000,9.000,9.000,9.000,10.000,11.000,10.000,9.000,10.000
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,3.000,3.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,3.000
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,3.000,3.000,4.000,3.000,3.000,4.000,4.000,4.000,4.000,3.000
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,6.000,7.000,9.000,6.000,7.000,5.000,7.000,5.000,5.000,4.000
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,100.000,100.000,100.000,100.000,95.230,100.000,96.150,100.000,100.000,100.000
    Growth (YoY),NOMINATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,-4.770,5.009,-3.850,4.004,0.000,0.000
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,No,No,No,No,No,No,No,No,No,No
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
,,,,,,,,,,,
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
