,,,,,,,,,,,
Ameren Corp (AEE US) - Overview,,,,,,,,,,,
,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023
Total Recordable Incident Rate - Employees,TOTAL_RECORDABLE_INCIDENT_RATE,—,1.060,1.310,0.860,1.290,1.250,0.770,1.050,1.110,0.730
    Growth (YoY),TOTAL_RECORDABLE_INCIDENT_RATE,—,—,23.585,-34.351,50.000,-3.101,-38.400,36.364,5.714,-34.234
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,No,No,No
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"8,527.000","8,527.000","8,629.000","8,615.000","8,838.000","9,323.000","9,183.000","9,116.000","9,244.000","9,372.000"
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,—,—,—,—,—,—,7.000,8.000,8.000,7.000
    Growth (YoY),EMPLOYEE_TURNOVER_PCT,—,—,—,—,—,—,—,14.286,0.000,-12.500
Pct Employees Unionized,PCT_EMPLOYEES_UNIONIZED,55.000,54.000,53.000,52.000,51.000,50.000,48.000,48.000,47.000,46.000
    Growth (YoY),PCT_EMPLOYEES_UNIONIZED,-1.786,-1.818,-1.852,-1.887,-1.923,-1.961,-4.000,0.000,-2.083,-2.128
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,n/a,No,No,No,No,No,No,No,Yes,Yes
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,No,No,No,No,No,No,No,Yes,Yes,Yes
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,83.000,84.000,85.000,86.000,87.000,88.000,89.000,90.000,91.000,92.000
    Growth (YoY),YEARS_AUDITOR_EMPLOYED,1.220,1.205,1.190,1.176,1.163,1.149,1.136,1.124,1.111,1.099
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,4.000,4.000,4.000,4.000,6.000,5.000,6.000,5.000,5.000,5.000
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,4.000,4.000,4.000,4.000,6.000,5.000,6.000,5.000,5.000,5.000
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,9.000,9.000,9.000,6.000,8.000,10.000,13.000,13.000,14.000,11.000
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,99.000,97.000,99.000,75.000,94.000,95.000
    Growth (YoY),AUDIT_COMMITTEE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,32.000,-2.020,2.062,-24.242,25.333,1.064
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,11.000,12.000,11.000,11.000,14.000,13.000,14.000,13.000,14.000,13.000
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,11.000,12.000,11.000,4.000,4.000,4.000,4.000,4.000,5.000,4.000
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,10.000,11.000,10.000,10.000,13.000,12.000,13.000,12.000,12.000,12.000
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,6.000,7.000,10.000,6.000,8.000,8.000,10.000,10.000,7.000,8.000
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,75.000,75.000,75.000,75.000,99.000,97.000,99.000,75.000,94.000,95.000
    Growth (YoY),BOARD_MEETING_ATTENDANCE_PCT,0.000,0.000,0.000,0.000,32.000,-2.020,2.062,-24.242,25.333,1.064
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,4.000,4.000,4.000,4.000,4.000,5.000,5.000,4.000,4.000,4.000
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,4.000,4.000,4.000,4.000,4.000,5.000,5.000,4.000,4.000,4.000
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,8.000,5.000,5.000,6.000,6.000,6.000,8.000,8.000,7.000,5.000
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,99.000,97.000,99.000,75.000,94.000,95.000
    Growth (YoY),COMPENSATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,32.000,-2.020,2.062,-24.242,25.333,1.064
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,1.000,2.000,2.000,0.000,0.000,1.000,1.000,2.000,2.000,2.000
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,3.000,3.000,3.000,3.000,4.000,4.000,4.000,4.000,4.000,4.000
Board Age Limit,BOARD_AGE_LIMIT,72.000,72.000,72.000,72.000,72.000,72.000,72.000,72.000,72.000,72.000
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,53.000,54.000,55.000,56.000,49.000,50.000,51.000,52.000,53.000,54.000
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,72.000,72.000,70.000,71.000,72.000,71.000,72.000,70.000,71.000,71.000
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,10.000,11.000,10.000,10.000,13.000,12.000,13.000,12.000,12.000,12.000
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,4.000,5.000,4.000,4.000,4.000,4.000,4.000,5.000,5.000,5.000
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,4.000,5.000,4.000,4.000,4.000,4.000,4.000,5.000,5.000,5.000
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,5.000,6.000,5.000,6.000,11.000,6.000,7.000,6.000,5.000,6.000
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,75.000,75.000,75.000,75.000,99.000,97.000,99.000,75.000,94.000,95.000
    Growth (YoY),NOMINATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,32.000,-2.020,2.062,-24.242,25.333,1.064
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,No,No,No,No,No,No,No,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,No,No,No,No,No,No,No,No,Yes,Yes
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
