,,,,,,,,,,,
Anheuser-Busch InBev SA/NV (ABI BB) - Overview,,,,,,,,,,,
,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023
Total Recordable Incident Rate - Employees,TOTAL_RECORDABLE_INCIDENT_RATE,—,0.360,0.800,—,0.887,0.877,0.600,0.142,0.109,0.087
    Growth (YoY),TOTAL_RECORDABLE_INCIDENT_RATE,—,—,122.222,—,—,-1.127,-31.585,-76.333,-23.239,-20.183
,,,,,,,,,,,
Human Capital,,,,,,,,,,,
Training Policy,TRAINING_POLICY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,n/a
Fair Remuneration Policy,FAIR_REMUNERATION_POLICY,No,No,No,No,No,No,No,No,No,n/a
Number of Employees - CSR,NUMBER_EMPLOYEES_CSR,"155,000.000","152,321.000","206,633.000","182,915.000","172,603.000","170,000.000","164,000.000","169,000.000","167,000.000","155,000.000"
Employee Turnover Pct,EMPLOYEE_TURNOVER_PCT,10.300,9.440,—,—,—,—,—,9.000,9.500,—
    Growth (YoY),EMPLOYEE_TURNOVER_PCT,-3.738,-8.350,—,—,—,—,—,—,5.556,—
Pct Employees Unionized,PCT_EMPLOYEES_UNIONIZED,47.000,65.000,—,—,—,—,—,—,—,—
    Growth (YoY),PCT_EMPLOYEES_UNIONIZED,-4.082,38.298,—,—,—,—,—,—,—,—
Total Hours Spent by Firm - Employee Training,TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,"1,900,000.000","3,100,000.000","4,100,000.000",—,—,—,—,—,—,—
    Growth (YoY),TOT_HRS_SPENT_BY_FIRM_EMP_TRAIN,0.000,63.158,32.258,—,—,—,—,—,—,—
Company Discloses Employee Engagement Score,COMP_DISCLOSES_EMP_ENG_SCORE,n/a,Yes,No,No,No,No,No,Yes,Yes,Yes
,,,,,,,,,,,
Supply Chain,,,,,,,,,,,
Social Supply Chain Management,SOCIAL_SUPPLY_CHAIN_MGMT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,n/a
,,,,,,,,,,,
Governance,,,,,,,,,,,
Audit Risk & Oversight,,,,,,,,,,,
Years Auditor Employed,YEARS_AUDITOR_EMPLOYED,5.000,6.000,1.000,2.000,3.000,1.000,2.000,3.000,4.000,5.000
    Growth (YoY),YEARS_AUDITOR_EMPLOYED,25.000,20.000,-83.333,100.000,50.000,-66.667,100.000,50.000,33.333,25.000
Size of Audit Committee,SIZE_OF_AUDIT_COMMITTEE,3.000,3.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000
Number of Independent Directors on Audit Committee,NUM_IND_DIR_ON_AUD_CMTE,3.000,3.000,4.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Audit Committee Meetings,AUDIT_COMMITTEE_MEETINGS,10.000,10.000,8.000,9.000,9.000,9.000,11.000,8.000,9.000,8.000
Audit Committee Meeting Attendance Percentage,AUDIT_COMMITTEE_MTG_ATTEND_PCT,100.000,96.660,85.410,100.000,100.000,97.220,100.000,97.000,94.000,100.000
    Growth (YoY),AUDIT_COMMITTEE_MTG_ATTEND_PCT,9.087,-3.340,-11.639,17.082,0.000,-2.780,2.859,-3.000,-3.093,6.383
,,,,,,,,,,,
Board Composition,,,,,,,,,,,
Company Conducts Board Evaluations,COMPANY_CONDUCTS_BRD_EVALUATIONS,n/a,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Board Size,BOARD_SIZE,14.000,14.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000
Number of Executives / Company Managers,NUM_EXECUTIVES_COMP_MANAGERS,16.000,16.000,21.000,19.000,17.000,17.000,18.000,18.000,18.000,18.000
Number of Non Executive Directors on Board,NUM_OF_NONEXEC_DIR_ON_BRD,14.000,14.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000
Number of Board Meetings for the Year,BOARD_MEETINGS_PER_YR,12.000,13.000,13.000,9.000,10.000,10.000,14.000,10.000,10.000,9.000
Board Meeting Attendance Pct,BOARD_MEETING_ATTENDANCE_PCT,94.230,96.000,86.500,95.500,98.000,96.660,97.610,98.660,98.000,96.270
    Growth (YoY),BOARD_MEETING_ATTENDANCE_PCT,4.306,1.878,-9.896,10.405,2.618,-1.367,0.983,1.076,-0.669,-1.765
,,,,,,,,,,,
Compensation,,,,,,,,,,,
Company Has Executive Share Ownership Guidelines,COMP_HAS_EXEC_SH_OWNER_GUIDELNS,n/a,No,No,No,No,No,No,No,No,No
Director Share Ownership Guidelines,DIRECTOR_SH_OWNERSHIP_GUIDELINES,n/a,No,No,No,No,No,No,No,No,No
Size of Compensation Committee,SIZE_OF_COMPENSATION_COMMITTEE,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Num of Independent Directors on Compensation Cmte,NUM_IND_DIR_ON_CMPNSTN_CMTE,2.000,2.000,2.000,2.000,2.000,1.000,2.000,2.000,2.000,2.000
Number of Compensation Committee Meetings,NUM_COMPENSATION_CMTE_MTG,4.000,4.000,5.000,5.000,6.000,5.000,7.000,7.000,8.000,5.000
Compensation Committee Meeting Attendance %,COMPENSATION_CMTE_MTG_ATTEND_PCT,100.000,100.000,100.000,100.000,100.000,93.330,100.000,100.000,96.000,100.000
    Growth (YoY),COMPENSATION_CMTE_MTG_ATTEND_PCT,9.087,0.000,0.000,0.000,0.000,-6.670,7.147,0.000,-4.000,4.167
,,,,,,,,,,,
Diversity,,,,,,,,,,,
Number of Female Executives,NUMBER_OF_FEMALE_EXECUTIVES,1.000,1.000,1.000,0.000,0.000,1.000,1.000,2.000,2.000,3.000
Number of Women on Board,NUMBER_OF_WOMEN_ON_BOARD,1.000,2.000,2.000,2.000,2.000,5.000,5.000,5.000,5.000,5.000
Board Age Limit,BOARD_AGE_LIMIT,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000,70.000
Age of the Youngest Director,AGE_OF_YOUNGEST_DIRECTOR,46.000,47.000,39.000,40.000,41.000,38.000,39.000,40.000,41.000,36.000
Age of the Oldest Director,AGE_OF_OLDEST_DIRECTOR,74.000,75.000,68.000,69.000,70.000,69.000,67.000,68.000,69.000,70.000
,,,,,,,,,,,
Independence,,,,,,,,,,,
Number of Independent Directors,INDEPENDENT_DIRECTORS,4.000,4.000,4.000,3.000,3.000,3.000,3.000,3.000,3.000,4.000
,,,,,,,,,,,
Nominations & Governance Oversight,,,,,,,,,,,
Size of Nomination Committee,SIZE_OF_NOMINATION_COMMITTEE,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000,5.000
Num of Independent Directors on Nomination Cmte,NUM_IND_DIR_ON_NOM_CMTE,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000
Number of Nomination Committee Meetings,NUM_OF_NOMINATION_CMTE_MTG,4.000,4.000,4.000,5.000,4.000,3.000,8.000,6.000,6.000,3.000
Nomination Committee Meeting Attendance Percentage,NOMINATION_CMTE_MTG_ATTEND_PCT,100.000,100.000,100.000,100.000,95.000,100.000,100.000,100.000,100.000,100.000
    Growth (YoY),NOMINATION_CMTE_MTG_ATTEND_PCT,0.000,0.000,0.000,0.000,-5.000,5.263,0.000,0.000,0.000,0.000
,,,,,,,,,,,
Sustainability Governance,,,,,,,,,,,
Verification Type,VERIFICATION_TYPE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Employee CSR Training,EMPLOYEE_CSR_TRAINING,No,No,No,No,No,No,No,No,No,Yes
,,,,,,,,,,,
Tenure,,,,,,,,,,,
Board Duration (Years),BOARD_DURATION,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000,4.000
,,,,,,,,,,,
Source: Bloomberg,,Right click to show data transparency (not supported for all values),,,,,,,,,
